"OBJECTID","LOWWELL","SPECIES"
23511,"None","Liquidambar styraciflua"
23512,"None","Cercis sp"
23513,"None","Schinus terebinthefolia"
23514,"None","Pyrus kawakami"
23515,"None","Pyrus calleryana cvs"
23516,"None","Schinus terebinthefolia"
23517,"None","Prunus serrulata"
23518,"None","Shrub"
23519,"High","Platanus acerifolia"
23520,"None","Other"
23521,"Moderate","Liquidambar styraciflua"
23522,"None","Platanus acerifolia"
23523,"None","Quercus sp"
23524,"None","Liquidambar styraciflua"
23525,"None","Pistacia chinensis"
23526,"None","Quercus sp"
23527,"None","Pyrus calleryana cvs"
23528,"None","Pyrus calleryana cvs"
23529,"None","Liquidambar styraciflua"
23530,"None","Tilia sp"
23531,"None","Pyrus calleryana cvs"
23532,"None","Platanus acerifolia"
23533,"None","Quercus sp"
23534,"None","Pyrus calleryana cvs"
23535,"None","Cercis sp"
23536,"None","Liquidambar styraciflua"
23537,"None","Liquidambar styraciflua"
23538,"None","Shrub"
23539,"None","Ginkgo biloba"
23540,"None","Betula sp"
23541,"None","Quercus sp"
23542,"None","Pyrus calleryana cvs"
23543,"None","Crataegus sp"
23544,"None","Platanus acerifolia"
23545,"None","Cercis sp"
23546,"None","Prunus cerasifera/blireiana"
23547,"None","Schinus molle"
23548,"None","Prunus cerasifera/blireiana"
23549,"None","Pistacia chinensis"
23550,"None","Platanus acerifolia"
23551,"None","Prunus serrulata"
23552,"None","Liquidambar styraciflua"
23553,"None","Pyrus calleryana cvs"
23554,"None","Pyrus kawakami"
23555,"None","Schinus terebinthefolia"
23556,"None","Ginkgo biloba"
23557,"None","Platanus acerifolia"
23558,"None","Magnolia grandiflora"
23559,"None","Nyssa sylvatica"
23560,"None","Schinus terebinthefolia"
23561,"None","Callistemon sp"
23562,"None","Pyrus kawakami"
23563,"None","Unknown"
23564,"None","Platanus acerifolia"
23565,"None","Crataegus sp"
23566,"None","Prunus cerasifera/blireiana"
23567,"None","Prunus cerasifera/blireiana"
23568,"None","Schinus molle"
23569,"Moderate","Robinia hybrid"
23570,"None","Platanus acerifolia"
23571,"None","Liquidambar styraciflua"
23572,"None","Carpinus sp"
23573,"None","Shrub"
23574,"None","Platanus acerifolia"
23575,"None","Magnolia grandiflora"
23576,"None","Pistacia chinensis"
23577,"None","Magnolia soulangiana"
23578,"None","Pistacia chinensis"
23579,"None","Pyrus calleryana cvs"
23580,"None","Unknown"
23581,"None","Lagerstroemia indica"
23582,"None","Nerium oleander"
23583,"None","Pyracantha sp"
23584,"None","Cercis sp"
23585,"None","Platanus acerifolia"
23586,"None","Acer sp"
23587,"Moderate","Prunus serrulata"
23588,"Low","Jacaranda acutifolia"
23589,"None","Liquidambar styraciflua"
23590,"None","Platanus acerifolia"
23591,"None","Crataegus sp"
23592,"None","Platanus acerifolia"
23593,"None","Prunus serrulata"
23594,"None","Liquidambar styraciflua"
23595,"None","Unknown"
23596,"None","Other"
23597,"None","Platanus acerifolia"
23598,"None","Prunus cerasifera/blireiana"
23599,"None","Liquidambar styraciflua"
23600,"None","Platanus acerifolia"
23601,"None","Platanus acerifolia"
23602,"None","Pyrus calleryana cvs"
23603,"None","Platanus acerifolia"
23604,"None","Liquidambar styraciflua"
23605,"None","Liquidambar styraciflua"
23606,"None","Platanus acerifolia"
23607,"None","Pinus sp"
23608,"None","Unknown"
23609,"None","Myoporum laetum"
23610,"None","Juniperus sp"
23611,"None","Quercus sp"
23612,"None","Shrub"
23613,"None","Malus floribunda"
23614,"None","Pistacia chinensis"
23615,"None","Acer palmatum"
23616,"None","Tristaniopsis laurina"
23617,"None","Prunus cerasifera/blireiana"
23618,"None","Prunus cerasifera/blireiana"
23619,"None","Cinnamomum camphora"
23620,"None","Magnolia grandiflora"
23621,"None","Other"
23622,"None","Pistacia chinensis"
23623,"None","Lagerstroemia indica"
23624,"None","Cercis sp"
23625,"None","Platanus acerifolia"
23626,"None","Juniperus sp"
23627,"None","Pyrus calleryana cvs"
23628,"None","Liquidambar styraciflua"
23629,"None","Liquidambar styraciflua"
23630,"None","Platanus acerifolia"
23631,"None","Shrub"
23632,"None","Platanus acerifolia"
23633,"None","Platanus acerifolia"
23634,"None","Crataegus sp"
23635,"None","Crataegus sp"
23636,"None","Acer rubrum"
23637,"None","Pinus canariensis"
23638,"None","Quercus sp"
23639,"None","Juniperus sp"
23640,"None","Pistacia chinensis"
23641,"None","Lagerstroemia indica"
23642,"None","Platanus acerifolia"
23643,"None","Quercus sp"
23644,"None","Pyrus calleryana cvs"
23645,"None","Crataegus phaenopyrum"
23646,"None","Fraxinus sp"
23647,"None","Fraxinus o. `Raywood'"
23648,"None","Lagerstroemia indica"
23649,"None","Crataegus sp"
23650,"None","Pyrus calleryana cvs"
23651,"None","Pyrus calleryana cvs"
23652,"None","Platanus acerifolia"
23653,"None","Pyrus calleryana cvs"
23654,"None","Celtis sp"
23655,"Moderate","Platanus acerifolia"
23656,"None","Shrub"
23657,"None","Pyrus calleryana cvs"
23658,"Low","Pyrus calleryana cvs"
23659,"None","Ginkgo biloba"
23660,"None","Magnolia grandiflora"
23661,"Low","Pistacia chinensis"
23662,"None","Pyrus calleryana cvs"
23663,"None","Acer rubrum"
23664,"None","Liquidambar styraciflua"
23665,"None","Other"
23666,"None","Platanus acerifolia"
23667,"High","Schinus terebinthefolia"
23668,"None","Quercus sp"
23669,"None","Quercus agrifolia"
23670,"None","Lagerstroemia indica"
23671,"None","Pistacia chinensis"
23672,"None","Platanus acerifolia"
23673,"None","Pyrus calleryana cvs"
23674,"None","Pittosporum undulatum"
23675,"None","Crataegus sp"
23676,"None","Prunus serrulata"
23677,"None","Pyrus kawakami"
23678,"None","Unknown"
23679,"None","Shrub"
23680,"Low","Prunus cerasifera/blireiana"
23681,"None","Pyrus kawakami"
23682,"Low","Pyrus kawakami"
23683,"None","Lagerstroemia indica"
23684,"Moderate","Pyrus kawakami"
23685,"None","Pyrus kawakami"
23686,"Low","Fraxinus sp"
23687,"Moderate","Unknown"
23688,"None","Pyrus calleryana cvs"
23689,"None","Sapium sebiferum"
23690,"None","Prunus serrulata"
23691,"None","Liquidambar styraciflua"
23692,"None","Prunus cerasifera/blireiana"
23693,"None","Pyrus kawakami"
23694,"None","Crataegus sp"
23695,"None","Fraxinus sp"
23696,"None","Pyrus calleryana cvs"
23697,"None","Prunus serrulata"
23698,"None","Lagerstroemia indica"
23699,"None","Ficus retusa nitida"
23700,"None","Pyrus calleryana cvs"
23701,"None","Fraxinus o. `Raywood'"
23702,"Low","Shrub"
23703,"None","Liquidambar styraciflua"
23704,"None","Pyrus kawakami"
23705,"Low","Lagerstroemia indica"
23706,"None","Cercis sp"
23707,"None","Pyrus kawakami"
23708,"None","Liquidambar styraciflua"
23709,"None","Lagerstroemia indica"
23710,"Low","Prunus cerasifera/blireiana"
23711,"None","Dead"
23712,"None","Fraxinus sp"
23713,"None","Citrus sp"
23714,"None","Other"
23715,"Low","Ginkgo biloba"
23716,"None","Prunus cerasifera/blireiana"
23717,"None","Lagerstroemia indica"
23718,"None","Cercis sp"
23719,"None","Cercis sp"
23720,"None","Liquidambar styraciflua"
23721,"None","Lagerstroemia indica"
23722,"None","Acer palmatum"
23723,"None","Pyrus kawakami"
23724,"None","Crataegus sp"
23725,"None","Pistacia chinensis"
23726,"Low","Liquidambar styraciflua"
23727,"Moderate","Unknown"
23728,"Low","Acer sp"
23729,"None","Nerium oleander"
23730,"Low","Crataegus phaenopyrum"
23731,"Low","Cercis sp"
23732,"None","Pyrus kawakami"
23733,"High","Lagerstroemia indica"
23734,"Low","Pyrus calleryana cvs"
23735,"None","Liquidambar styraciflua"
23736,"None","Pyrus calleryana cvs"
23737,"None","Liquidambar styraciflua"
23738,"None","Quercus sp"
23739,"Low","Prunus cerasifera/blireiana"
23740,"None","Acacia longifolia"
23741,"None","Cercis sp"
23742,"None","Fraxinus o. `Raywood'"
23743,"None","Pyrus calleryana cvs"
23744,"None","Pyrus kawakami"
23745,"Low","Lagerstroemia indica"
23746,"None","Pyrus kawakami"
23747,"None","Pyrus kawakami"
23748,"None","Pyrus kawakami"
23749,"None","Fraxinus sp"
23750,"None","Tristaniopsis laurina"
23751,"Moderate","Crataegus sp"
23752,"Moderate","Geijera parvifolia"
23753,"None","Liquidambar styraciflua"
23754,"Low","Fraxinus sp"
23755,"Moderate","Crataegus sp"
23756,"Low","Fraxinus sp"
23757,"Moderate","Lagerstroemia indica"
23758,"None","Pyrus kawakami"
23759,"Low","Cercis sp"
23760,"None","Pyrus calleryana cvs"
23761,"None","Fraxinus o. `Raywood'"
23762,"None","Fraxinus o. `Raywood'"
23763,"None","Pyrus kawakami"
23764,"Moderate","Lagerstroemia indica"
23765,"None","Lagerstroemia indica"
23766,"Low","Lagerstroemia indica"
23767,"None","Prunus cerasifera/blireiana"
23768,"None","Prunus cerasifera/blireiana"
23769,"None","Lagerstroemia indica"
23770,"None","Liquidambar styraciflua"
23771,"None","Pistacia chinensis"
23772,"None","Pistacia chinensis"
23773,"None","Cordyline australis"
23774,"None","Pyrus kawakami"
23775,"None","Pyrus kawakami"
23776,"None","Liquidambar styraciflua"
23777,"None","Lagerstroemia indica"
23778,"Low","Prunus cerasifera/blireiana"
23779,"None","Prunus sp"
23780,"None","Prunus sp"
23781,"Low","Liquidambar styraciflua"
23782,"None","Fraxinus o. `Raywood'"
23783,"None","Prunus cerasifera/blireiana"
23784,"Moderate","Liquidambar styraciflua"
23785,"None","Pyrus calleryana cvs"
23786,"None","Pyrus kawakami"
23787,"None","Unknown"
23788,"Low","Pyrus calleryana cvs"
23789,"Moderate","Prunus serrulata"
23790,"None","Liquidambar styraciflua"
23791,"None","Acer palmatum"
23792,"Moderate","Crataegus sp"
23793,"None","Liquidambar styraciflua"
23794,"None","Liquidambar styraciflua"
23795,"None","Ginkgo biloba"
23796,"None","Pistacia chinensis"
23797,"Low","Pistacia chinensis"
23798,"None","Prunus cerasifera/blireiana"
23799,"None","Pinus sp"
23800,"None","Shrub"
23801,"None","Pyrus calleryana cvs"
23802,"None","Pyrus kawakami"
23803,"None","Crataegus phaenopyrum"
23804,"Low","Crataegus sp"
23805,"None","Jacaranda acutifolia"
23806,"None","Cinnamomum camphora"
23807,"None","Olea europaea"
23808,"None","Lagerstroemia indica"
23809,"None","Crataegus sp"
23810,"None","Prunus cerasifera/blireiana"
23811,"None","Liquidambar styraciflua"
23812,"None","Crataegus phaenopyrum"
23813,"None","Liquidambar styraciflua"
23814,"None","Pistacia chinensis"
23815,"Low","Pyrus calleryana cvs"
23816,"None","Other"
23817,"Low","Unknown"
23818,"Low","Fraxinus sp"
23819,"None","Lagerstroemia indica"
23820,"Moderate","Acer sp"
23821,"None","Cinnamomum camphora"
23822,"None","Pyrus kawakami"
23823,"High","Fraxinus sp"
23824,"None","Tristaniopsis laurina"
23825,"None","Liquidambar styraciflua"
23826,"None","Fraxinus o. `Raywood'"
23827,"None","Prunus cerasifera/blireiana"
23828,"None","Crataegus sp"
23829,"None","Liriodendron tulipifera"
23830,"Low","Pyrus calleryana cvs"
23831,"Low","Acer palmatum"
23832,"None","Unknown"
23833,"Low","Tristaniopsis laurina"
23834,"None","Acer sp"
23835,"None","Cercis sp"
23836,"None","Prunus sp"
23837,"None","Betula sp"
23838,"None","Pyrus kawakami"
23839,"Low","Tristaniopsis laurina"
23840,"None","Pistacia chinensis"
23841,"None","Acer rubrum"
23842,"None","Quercus sp"
23843,"None","Lagerstroemia indica"
23844,"None","Pyrus calleryana cvs"
23845,"None","Unknown"
23846,"None","Liquidambar styraciflua"
23847,"None","Pyrus kawakami"
23848,"None","Crataegus sp"
23849,"None","Pyrus calleryana cvs"
23850,"None","Fraxinus o. `Raywood'"
23851,"None","Fraxinus o. `Raywood'"
23852,"None","Ginkgo biloba"
23853,"None","Pyrus kawakami"
23854,"Low","Lagerstroemia indica"
23855,"None","Pistacia chinensis"
23856,"Moderate","Ginkgo biloba"
23857,"None","Ginkgo biloba"
23858,"Low","Acer sp"
23859,"None","Pyrus calleryana cvs"
23860,"None","Liquidambar styraciflua"
23861,"None","Cinnamomum camphora"
23862,"None","Prunus sp"
23863,"None","Liquidambar styraciflua"
23864,"Moderate","Prunus serrulata"
23865,"Low","Pyrus calleryana cvs"
23866,"Low","Lagerstroemia indica"
23867,"None","Fraxinus o. `Raywood'"
23868,"None","Liquidambar styraciflua"
23869,"Moderate","Malus sp"
23870,"None","Liquidambar styraciflua"
23871,"None","Liquidambar styraciflua"
23872,"None","Liquidambar styraciflua"
23873,"None","Acer sp"
23874,"None","Ceratonia siliqua"
23875,"None","Prunus cerasifera/blireiana"
23876,"Low","Magnolia grandiflora"
23877,"Low","Magnolia grandiflora"
23878,"None","Fraxinus sp"
23879,"None","Pyrus calleryana cvs"
23880,"None","Acacia baileyana"
23881,"None","Alnus rhombifolia"
23882,"Low","Lagerstroemia indica"
23883,"None","Ginkgo biloba"
23884,"None","Acer sp"
23885,"Moderate","Acer sp"
23886,"None","Sapium sebiferum"
23887,"None","Fraxinus o. `Raywood'"
23888,"None","Geijera parvifolia"
23889,"None","Ulmus parvifolia"
23890,"Low","Magnolia grandiflora"
23891,"None","Liquidambar styraciflua"
23892,"None","Ginkgo biloba"
23893,"None","Tristaniopsis laurina"
23894,"None","Ginkgo biloba"
23895,"None","Cercis sp"
23896,"None","Eucalyptus ficifolia"
23897,"None","Liquidambar styraciflua"
23898,"None","Liquidambar styraciflua"
23899,"None","Pyrus calleryana cvs"
23900,"Low","Liquidambar styraciflua"
23901,"None","Lagerstroemia indica"
23902,"None","Fraxinus o. `Raywood'"
23903,"None","Liquidambar styraciflua"
23904,"High","Sapium sebiferum"
23905,"None","Tristaniopsis laurina"
23906,"None","Ginkgo biloba"
23907,"None","Liquidambar styraciflua"
23908,"None","Sapium sebiferum"
23909,"None","Liquidambar styraciflua"
23910,"None","Pinus radiata"
23911,"None","Pyrus calleryana cvs"
23912,"None","Prunus cerasifera/blireiana"
23913,"None","Liquidambar styraciflua"
23914,"None","Lagerstroemia indica"
23915,"Low","Acer sp"
23916,"None","Liquidambar styraciflua"
23917,"None","Prunus cerasifera/blireiana"
23918,"Low","Pyrus calleryana cvs"
23919,"None","Pyrus calleryana cvs"
23920,"Low","Lagerstroemia indica"
23921,"None","Cinnamomum camphora"
23922,"None","Liquidambar styraciflua"
23923,"None","Cercis sp"
23924,"Low","Acer sp"
23925,"None","Other"
23926,"None","Aesculus californica"
23927,"None","Liquidambar styraciflua"
23928,"None","Pyrus calleryana cvs"
23929,"None","Pyrus calleryana cvs"
23930,"None","Jacaranda acutifolia"
23931,"None","Geijera parvifolia"
23932,"None","Pistacia chinensis"
23933,"None","Liquidambar styraciflua"
23934,"None","Pistacia chinensis"
23935,"None","Liquidambar styraciflua"
23936,"None","Shrub"
23937,"None","Sapium sebiferum"
23938,"None","Pyrus calleryana cvs"
23939,"None","Liquidambar styraciflua"
23940,"Low","Pyrus calleryana cvs"
23941,"None","Magnolia grandiflora"
23942,"None","Quercus sp"
23943,"Low","Koelreuteria sp"
23944,"Low","Liquidambar styraciflua"
23945,"None","Pistacia chinensis"
23946,"Low","Jacaranda acutifolia"
23947,"None","Pistacia chinensis"
23948,"None","Acer sp"
23949,"Low","Other"
23950,"None","Prunus serrulata"
23951,"None","Lagerstroemia indica"
23952,"None","Fraxinus o. `Raywood'"
23953,"None","Cercis sp"
23954,"None","Pyrus kawakami"
23955,"None","Pyrus kawakami"
23956,"None","Pyrus kawakami"
23957,"None","Fraxinus o. `Raywood'"
23958,"None","Liquidambar styraciflua"
23959,"None","Prunus cerasifera/blireiana"
23960,"Low","Pyrus calleryana cvs"
23961,"None","Pyrus kawakami"
23962,"None","Ulmus parvifolia"
23963,"None","Prunus cerasifera/blireiana"
23964,"Low","Pyrus calleryana cvs"
23965,"None","Betula sp"
23966,"None","Fraxinus o. `Raywood'"
23967,"None","Quercus sp"
23968,"None","Liquidambar styraciflua"
23969,"None","Pyrus calleryana cvs"
23970,"None","Liquidambar styraciflua"
23971,"Low","Pyrus calleryana cvs"
23972,"None","Agonis flexuosa"
23973,"None","Other"
23974,"None","Prunus sp"
23975,"Low","Pyrus calleryana cvs"
23976,"Low","Pyrus kawakami"
23977,"Low","Pyrus calleryana cvs"
23978,"Low","Pyrus calleryana cvs"
23979,"Low","Pyrus calleryana cvs"
23980,"None","Acer palmatum"
23981,"None","Prunus cerasifera/blireiana"
23982,"None","Pyrus calleryana cvs"
23983,"None","Pistacia chinensis"
23984,"Low","Prunus cerasifera/blireiana"
23985,"Low","Grevillea robusta"
23986,"None","Acer sp"
23987,"None","Pyrus calleryana cvs"
23988,"None","Ficus retusa nitida"
23989,"None","Eucalyptus ficifolia"
23990,"None","Acer sp"
23991,"None","Acer rubrum"
23992,"None","Liquidambar styraciflua"
23993,"None","Pistacia chinensis"
23994,"None","Schinus terebinthefolia"
23995,"None","Liquidambar styraciflua"
23996,"Low","Koelreuteria sp"
23997,"None","Prunus cerasifera/blireiana"
23998,"None","Acer palmatum"
23999,"None","Fraxinus o. `Raywood'"
24000,"Low","Agonis flexuosa"
24001,"None","Lagerstroemia indica"
24002,"None","Quercus sp"
24003,"Low","Pistacia chinensis"
24004,"None","Liquidambar styraciflua"
24005,"None","Cinnamomum camphora"
24006,"None","Prunus sp"
24007,"Low","Liquidambar styraciflua"
24008,"Moderate","Ligustrum sp"
24009,"None","Fraxinus o. `Raywood'"
24010,"Low","Pyrus calleryana cvs"
24011,"None","Unknown"
24012,"Low","Pyrus calleryana cvs"
24013,"None","Liquidambar styraciflua"
24014,"Low","Pyrus calleryana cvs"
24015,"None","Pistacia chinensis"
24016,"Low","Liquidambar styraciflua"
24017,"None","Sapium sebiferum"
24018,"Low","Pistacia chinensis"
24019,"None","Quercus sp"
24020,"None","Liquidambar styraciflua"
24021,"None","Pyrus calleryana cvs"
24022,"None","Prunus cerasifera/blireiana"
24023,"None","Liquidambar styraciflua"
24024,"Low","Prunus cerasifera/blireiana"
24025,"Low","Liquidambar styraciflua"
24026,"None","Fraxinus o. `Raywood'"
24027,"Low","Liquidambar styraciflua"
24028,"None","Fraxinus o. `Raywood'"
24029,"Low","Apricot tree"
24030,"None","Citrus sp"
24031,"None","Unknown"
24032,"None","Acer sp"
24033,"None","Dead"
24034,"None","Liquidambar styraciflua"
24035,"None","Liquidambar styraciflua"
24036,"None","Crataegus sp"
24037,"None","Fraxinus o. `Raywood'"
24038,"None","Pyrus calleryana cvs"
24039,"None","Acer sp"
24040,"None","Prunus sp"
24041,"None","Betula sp"
24042,"None","Fraxinus o. `Raywood'"
24043,"Low","Sapium sebiferum"
24044,"None","Platanus acerifolia"
24045,"Low","Pyrus calleryana cvs"
24046,"None","Liquidambar styraciflua"
24047,"None","Schinus molle"
24048,"None","Maytenus boaria"
24049,"None","Liquidambar styraciflua"
24050,"None","Lagerstroemia indica"
24051,"None","Liquidambar styraciflua"
24052,"None","Liquidambar styraciflua"
24053,"Low","Magnolia grandiflora"
24054,"Moderate","Podocarpus gracilior"
24055,"None","Unknown"
24056,"None","Washingtonia robusta"
24057,"Moderate","Betula sp"
24058,"None","Eriobotrya japonica"
24059,"None","Liquidambar styraciflua"
24060,"None","Pittosporum undulatum"
24061,"None","Melaleuca sp"
24062,"None","Tristaniopsis laurina"
